rank,album,artist
56,"Mind Of Mine","Zayn"
57,"In The Lonely Hour","Sam Smith"
58,"Take Care","Drake"
59,"Chaos and The Calm","James Bay"
60,"Lukas Graham","Lukas Graham"
61,"To Pimp A Butterfly","Kendrick Lamar"
62,"How Can It Be","Lauren Daigle"
63,"The Incredible True Story","Logic"
64,"Blackstar","David Bowie"
65,"Late Nights: The Album","Jeremih"
66,"1","The Beatles"
67,"I'm Comin' Over","Chris Young"
68,"Nothing Was The Same","Drake"
69,"California","Blink-182"
70,"VHS","X Ambassadors"
71,"These Things Happen","G-Eazy"
72,"Coloring Book","Chance the Rapper"
73,"A Moon Shaped Pool","Radiohead"
74,"good kid, m.A.A.d city","Kendrick Lamar"
75,"Bouquet (EP)","The Chainsmokers"
76,"Major Key","DJ Khaled"
77,"The Getaway","Red Hot Chili Peppers"
78,"American Beauty / American Psycho","Fall Out Boy"
79,"Dig Your Roots","Florida Georgia Line"
80,"7/27","Fifth Harmony"
81,"Legend","Bob Marley & The Wailers"
82,"untitled unmastered.","Kendrick Lamar"
83,"Swaay (EP)","DNCE"
84,"The Eminem Show","Eminem"
85,"Hozier","Hozier"
86,"Best Of Bowie","David Bowie"
87,"Meat and Candy","Old Dominion"
88,"Greatest Hits 2","Journey"
89,"Delirium","Ellie Goulding"
90,"Black","Dierks Bentley"
91,"Love Stuff","Elle King"
92,"Metallica","Metallica"
93,"NOW 57","Various Artists"
94,"The Pinkprint","Nicki Minaj"
95,"Damn Country Music","Tim McGraw"
96,"You Should Be Here","Cole Swindell"
97,"Beyoncé","Beyoncé"
98,"Greatest Hits: Decade #1","Carrie Underwood"
99,"I Like It When You Sleep, For You Are So Beautiful Yet So Unaware Of It","The 1975"
100,"Confident","Demi Lovato"
101,"Wildfire","Rachel Platten"
102,"Birds In The Trap Sing McKnight","Travis Scott"
103,"Pentatonix","Pentatonix"
104,"NOW 56","Various Artists"
105,"Dark Sky Paradise","Big Sean"
106,"SremmLife","Rae Sremmurd"
107,"Greatest Hits I II & III: The Platinum Collection","Queen"
108,"Joanne","Lady Gaga"
109,"Night Visions","Imagine Dragons"
110,"Curtain Call: The Hits","Eminem"
111,"Anything Goes","Florida Georgia Line"
112,"JEKYLL + HYDE","Zac Brown Band"
113,"V","Maroon 5"
114,"They Don't Know","Jason Aldean"
115,"Crash My Party","Luke Bryan"
116,"Born To Die","Lana Del Rey"
117,"The First Time","Kelsea Ballerini"
118,"Skin","Flume"
119,"Daya (EP)","Daya"
120,"Peace Is The Mission","Major Lazer"
121,"Greatest Hits","2Pac"
122,"Trilogy","The Weeknd"
123,"Greatest Hits So Far...","Zac Brown Band"
124,"Here's To The Good Times","Florida Georgia Line"
125,"Christmas","Michael Buble"
126,"19","Adele"
127,"Encore: Movie Partners Sing Broadway","Barbra Streisand"
128,"Illuminate","Shawn Mendes"
129,"1000 Forms Of Fear","Sia"
130,"The Art Of Hustle","Yo Gotti"
131,"Rodeo","Travis Scott"
132,"Nathaniel Rateliff & The Night Sweats","Nathaniel Rateliff & The Night Sweats"
133,"Greatest Hits","Guns N' Roses"
134,"Blank Face LP","ScHoolboy Q"
135,"Free TC","Ty Dolla $ign"
136,"Low Kii Savage (EP)","Kiiara"
137,"The Marshall Mathers LP 2","Eminem"
138,"Encore","DJ Snake"
139,"us","gnash"
140,"Got Your Six","Five Finger Death Punch"
141,"Epic AF","Various Artists"
142,"AT.LONG.LAST.A$AP","A$AP Rocky"
143,"Star Wars: The Force Awakens","Soundtrack"
144,"Everybody Looking","Gucci Mane"
145,"Hero","Maren Morris"
146,"Their Greatest Hits 1971-1975","Eagles"
147,"Doo-Wops & Hooligans","Bruno Mars"
148,"Recovery","Eminem"
149,"NOW 59","Various Artists"
150,"This Is What The Truth Feels Like","Gwen Stefani"
151,"Sremmlife 2","Rae Sremmurd"
152,"Last Year Was Complicated","Nick Jonas"
153,"Born Sinner","J. Cole"
154,"I Am...Sasha Fierce","Beyoncé"
155,"The Very Best Of The Eagles","Eagles"
156,"Chronicle (The 20 Greatest Hits)","Creedence Clearwater Revival"
157,"Graduation","Kanye West"
158,"Church In These Streets","Jeezy"
159,"The Hits/The B-Sides","Prince"
160,"Back In Black","AC/DC"
161,"Nevermind","Nirvana"
162,"Bobby Tarantino","Logic"
163,"At Night, Alone.","Mike Posner"
164,"I Told You","Tory Lanez"
165,"Greatest Hits","Red Hot Chili Peppers"
166,"The Intro (EP)","Ruth B"
167,"Untamed","Cam"
168,"Lil Uzi Vert Vs. The World","Lil Uzi Vert"
169,"Sound & Color","Alabama Shakes"
170,"NOW 58","Various Artists"
171,"Too Weird To Live, Too Rare To Die!","Panic! At The Disco"
172,"Glory","Britney Spears"
173,"Greatest Hits","Fleetwood Mac"
174,"ColleGrove","2 Chainz"
175,"Kidz Bop 31","Kidz Bop Kids"
176,"Professional Rapper","Lil Dicky"
177,"The Truth (EP)","Mike Posner"
178,"Thriller","Michael Jackson"
179,"Black Market","Rick Ross"
180,"A Seat At The Table","Solange"
181,"Illinois","Brett Eldredge"
182,"Still Brazy","YG"
183,"Kidz Bop 30","Kidz Bop Kids"
184,"Greatest Hits 1970-2002","Elton John"
185,"Savage Mode","21 Savage & Metro Boomin"
186,"My Beautiful Dark Twisted Fantasy","Kanye West"
187,"PARTYNEXTDOOR 3 (P3)","PARTYNEXTDOOR"
188,"OWSLA World Wide Broadcast","Various Artists"
189,"A Pentatonix Christmas","Pentatonix"
190,"2016 Grammy Nominees","Various Artists"
191,"Dark Sky Island","Enya"
192,"Sounds Good Feels Good","5 Seconds Of Summer"
193,"Under Pressure","Logic"
194,"Unleashed","Skillet"
195,"Revolution Radio","Green Day"
196,"Letters From The Labyrinth","Trans-Siberian Orchestra"
197,"California Sunrise","Jon Pardi"
198,"Stages","Josh Groban"
199,"blackSUMMERS'night","Maxwell"
200,"1999","Prince"
