year,rank,artist,artist_normalized,has_spotify_match,artist_followers_max,artist_popularity_max,explicit_track_share,mean_track_duration_min,n_tracks_in_dataset,n_tracks_released_in_chart_year,primary_genre,spotify_display_name,track_popularity_max,track_popularity_mean,track_popularity_mean_in_chart_year,track_popularity_min
2020,91,adele,adele,True,66751662.0,83.0,0.0,4.496829268292683,41.0,,soft pop,Adele,85.0,58.78048780487805,,0.0
2020,92,billy joel,billy joel,True,7402824.0,78.0,0.0,4.19,3.0,,soft rock,Billy Joel,83.0,81.66666666666667,,79.0
2020,93,the notorious b.i.g.,the notorious b.i.g.,True,12766717.0,75.0,1.0,4.5840000000000005,5.0,,old school hip hop,The Notorious B.I.G.,81.0,67.6,,59.0
2020,94,don toliver,don toliver,True,7473754.0,85.0,0.5,3.41,4.0,,,Don Toliver,83.0,60.25,,0.0
2020,95,the beach boys,the beach boys,False,,,,,,,,,,,,
2020,96,g herbo,g herbo,True,2482067.0,69.0,1.0,2.34,1.0,,chicago drill,G Herbo,44.0,44.0,,44.0
2020,97,frank ocean,frank ocean,True,20293960.0,84.0,0.6666666666666666,5.028333333333333,6.0,,,Frank Ocean,86.0,68.83333333333333,,2.0
2020,98,"tyler, the creator","tyler, the creator",True,24451340.0,86.0,1.0,3.18375,8.0,,,"Tyler, The Creator",90.0,68.25,,0.0
2020,99,old dominion,old dominion,True,1738831.0,67.0,0.0,3.5666666666666664,3.0,,country,Old Dominion,67.0,58.666666666666664,,44.0
2020,100,meek mill,meek mill,True,8277770.0,72.0,1.0,3.0,1.0,,rap,Meek Mill,73.0,73.0,,73.0
2021,1,drake,drake,True,103126025.0,95.0,0.8690476190476191,3.8779761904761907,84.0,4.0,rap,Drake,85.0,65.89285714285714,75.25,0.0
2021,2,olivia rodrigo,olivia rodrigo,True,49083617.0,85.0,0.36764705882352944,3.050588235294118,68.0,18.0,pop rock,Olivia Rodrigo,86.0,60.5735294117647,64.16666666666667,2.0
2021,3,the weeknd,the weeknd,True,113039308.0,94.0,0.49645390070921985,4.3803546099290775,141.0,19.0,r&b pop,The Weeknd,91.0,60.787234042553195,51.36842105263158,1.0
2021,4,taylor swift,taylor swift,True,145542136.0,100.0,0.1419753086419753,3.89679012345679,324.0,51.0,country,Taylor Swift,97.0,60.04938271604938,63.92156862745098,0.0
2021,5,morgan wallen,morgan wallen,True,14005617.0,88.0,0.4,2.9240000000000004,5.0,,country,Morgan Wallen,86.0,51.4,,33.0
2021,6,ariana grande,ariana grande,True,107418606.0,90.0,0.4148936170212766,3.3245744680851064,94.0,1.0,pop,Ariana Grande,85.0,63.91489361702128,51.0,0.0
2021,7,doja cat,doja cat,True,34748949.0,86.0,0.9666666666666667,3.3406666666666665,30.0,15.0,,Doja Cat,84.0,68.66666666666667,64.06666666666666,8.0
2021,8,justin bieber,justin bieber,True,85050158.0,91.0,0.18181818181818182,3.001636363636363,55.0,16.0,pop,Justin Bieber,91.0,66.27272727272727,65.75,0.0
2021,9,luke combs,luke combs,True,13402920.0,83.0,0.0,3.8375,4.0,,country,Luke Combs,82.0,77.25,,75.0
2021,10,pop smoke,pop smoke,True,15616692.0,76.0,1.0,2.9819999999999998,5.0,,brooklyn drill,Pop Smoke,77.0,73.6,,69.0
2021,11,dua lipa,dua lipa,True,46895665.0,85.0,0.09523809523809523,3.393571428571428,42.0,1.0,pop,Dua Lipa,81.0,55.80952380952381,67.0,6.0
2021,12,bts,bts,True,81197976.0,85.0,0.0,3.9226666666666667,30.0,1.0,k-pop,BTS,79.0,57.43333333333333,66.0,0.0
2021,13,billie eilish,billie eilish,True,118797451.0,90.0,0.09836065573770492,3.4967213114754094,61.0,14.0,alternative pop,Billie Eilish,94.0,73.88524590163935,71.35714285714286,17.0
2021,14,lil baby,lil baby,True,21662596.0,84.0,1.0,2.9706666666666663,15.0,,,Lil Baby,79.0,63.13333333333333,,47.0
2021,15,the kid laroi,the kid laroi,True,6596750.0,79.0,0.7272727272727273,2.5145454545454546,11.0,2.0,,The Kid LAROI,86.0,56.09090909090909,44.0,3.0
2021,16,bad bunny,bad bunny,True,102610644.0,95.0,0.8035714285714286,3.6501785714285715,56.0,1.0,reggaeton,Bad Bunny,91.0,73.33928571428571,78.0,6.0
2021,17,lil durk,lil durk,True,9504357.0,78.0,1.0,3.34,3.0,,chicago drill,Lil Durk,66.0,61.666666666666664,,55.0
2021,18,polo g,polo g,True,13056061.0,76.0,1.0,2.81,2.0,,,Polo G,73.0,64.5,,56.0
2021,19,lil nas x,lil nas x,True,12310527.0,71.0,0.6,2.6399999999999997,10.0,5.0,,Lil Nas X,76.0,69.2,72.6,48.0
2021,20,juice wrld,juice wrld,True,42565036.0,85.0,1.0,3.588571428571428,7.0,,melodic rap,Juice WRLD,82.0,60.857142857142854,,3.0
2021,21,megan thee stallion,megan thee stallion,True,10895519.0,76.0,1.0,2.980952380952381,21.0,,,Megan Thee Stallion,72.0,52.0,,40.0
2021,22,rod wave,rod wave,True,9673984.0,76.0,1.0,2.81,1.0,,,Rod Wave,70.0,70.0,,70.0
2021,23,dababy,dababy,True,12955951.0,77.0,1.0,2.8000000000000003,3.0,,,DaBaby,73.0,71.0,,67.0
2021,24,kanye west,kanye west,True,31059657.0,89.0,0.6956521739130435,4.1643478260869555,23.0,3.0,rap,Kanye West,85.0,66.34782608695652,63.333333333333336,1.0
2021,25,moneybagg yo,moneybagg yo,False,,,,,,,,,,,,
2021,26,post malone,post malone,True,47726839.0,86.0,0.7108433734939759,3.3266265060240965,83.0,2.0,pop,Post Malone,85.0,61.69879518072289,67.0,0.0
2021,27,chris stapleton,chris stapleton,True,9020741.0,81.0,0.0,4.88,1.0,,country,Chris Stapleton,84.0,84.0,,84.0
2021,28,ed sheeran,ed sheeran,True,122802777.0,88.0,0.018867924528301886,3.8866037735849064,53.0,5.0,soft pop,Ed Sheeran,88.0,60.283018867924525,36.8,1.0
2021,29,j. cole,j. cole,True,27077429.0,82.0,1.0,4.1466666666666665,9.0,1.0,rap,J. Cole,85.0,67.44444444444444,67.0,1.0
2021,30,harry styles,harry styles,True,34139515.0,80.0,0.0,3.5541935483870977,31.0,,pop rock,Harry Styles,87.0,66.29032258064517,,2.0
2021,31,youngboy never broke again,youngboy never broke again,True,14958573.0,85.0,1.0,3.0680000000000005,5.0,,,YoungBoy Never Broke Again,80.0,73.4,,67.0
2021,32,giveon,giveon,False,,,,,,,,,,,,
2021,33,sza,sza,True,33068979.0,87.0,0.625,3.028125,16.0,1.0,r&b,SZA,85.0,70.875,64.0,56.0
2021,34,young thug,young thug,True,12421354.0,84.0,1.0,3.9425,4.0,,rap,Young Thug,73.0,69.5,,67.0
2021,35,cardi b,cardi b,True,25960760.0,81.0,1.0,3.491818181818182,22.0,,,Cardi B,79.0,64.77272727272727,,44.0
2021,36,jack harlow,jack harlow,True,4350533.0,75.0,1.0,3.004,5.0,,,Jack Harlow,77.0,53.8,,4.0
2021,37,lil uzi vert,lil uzi vert,True,19260805.0,82.0,1.0,2.9666666666666663,3.0,,melodic rap,Lil Uzi Vert,80.0,66.0,,46.0
2021,38,glass animals,glass animals,True,4568917.0,73.0,0.0,4.1899999999999995,4.0,,,Glass Animals,85.0,42.0,,6.0
2021,39,bruno mars,bruno mars,True,75513910.0,90.0,0.037037037037037035,3.681111111111111,27.0,4.0,,Bruno Mars,88.0,66.4074074074074,18.0,0.0
2021,40,gabby barrett,gabby barrett,False,,,,,,,,,,,,
2021,41,machine gun kelly,machine gun kelly,False,,,,,,,,,,,,
2021,42,pooh shiesty,pooh shiesty,False,,,,,,,,,,,,
2021,43,future,future,True,22688560.0,88.0,1.0,3.5849999999999995,24.0,,rap,Future,82.0,66.16666666666667,,53.0
2021,44,travis scott,travis scott,True,41131037.0,89.0,0.9090909090909091,3.610606060606061,33.0,1.0,rap,Travis Scott,84.0,69.9090909090909,73.0,34.0
2021,45,24kgoldn,24kgoldn,True,2285613.0,65.0,0.75,2.3825000000000003,4.0,1.0,,24kGoldn,77.0,53.0,77.0,6.0
2021,46,lil tjay,lil tjay,True,10192579.0,74.0,1.0,3.42,1.0,1.0,brooklyn drill,Lil Tjay,75.0,75.0,75.0,75.0
2021,47,eminem,eminem,True,104584370.0,88.0,0.9850746268656716,4.441940298507464,67.0,,rap,Eminem,87.0,56.25373134328358,,10.0
2021,48,roddy ricch,roddy ricch,True,11850722.0,74.0,1.0,3.1933333333333334,3.0,,melodic rap,Roddy Ricch,81.0,70.33333333333333,,60.0
2021,49,luke bryan,luke bryan,True,9408174.0,74.0,0.0,3.6487499999999997,16.0,,country,Luke Bryan,75.0,50.625,,32.0
2021,50,kendrick lamar,kendrick lamar,True,44606446.0,89.0,0.7272727272727273,3.427272727272727,11.0,,hip hop,Kendrick Lamar,89.0,72.54545454545455,,2.0
2021,51,walker hayes,walker hayes,False,,,,,,,,,,,,
2021,52,masked wolf,masked wolf,True,787903.0,59.0,1.0,2.21,1.0,1.0,,Masked Wolf,70.0,70.0,70.0,70.0
2021,53,"tyler, the creator","tyler, the creator",True,24451340.0,86.0,1.0,3.18375,8.0,,,"Tyler, The Creator",90.0,68.25,,0.0
2021,54,dan + shay,dan + shay,True,3203185.0,66.0,0.0,3.203333333333333,3.0,1.0,country,Dan + Shay,68.0,67.33333333333333,68.0,67.0
2021,55,fleetwood mac,fleetwood mac,True,13973668.0,83.0,0.0,4.3575,8.0,,classic rock,Fleetwood Mac,86.0,69.75,,53.0
2021,56,thomas rhett,thomas rhett,True,4984665.0,73.0,0.0,3.793333333333333,3.0,,country,Thomas Rhett,72.0,59.0,,43.0
2021,57,chris brown,chris brown,True,28338976.0,87.0,0.7333333333333333,3.858,15.0,,r&b,Chris Brown,83.0,59.333333333333336,,0.0
2021,58,ajr,ajr,True,3667184.0,70.0,0.0,3.35,1.0,,,AJR,59.0,59.0,,59.0
2021,59,the beatles,the beatles,True,30726377.0,83.0,0.0,2.8875,20.0,,classic rock,The Beatles,82.0,56.9,,0.0
2021,60,kid cudi,kid cudi,True,7688970.0,79.0,0.5,3.035,2.0,,,Kid Cudi,82.0,76.0,,70.0
2021,61,h.e.r.,h.e.r.,False,,,,,,,,,,,,
2021,62,dj khaled,dj khaled,True,12343335.0,73.0,1.0,3.9685714285714284,7.0,1.0,,DJ Khaled,72.0,65.42857142857143,62.0,60.0
2021,63,florida georgia line,florida georgia line,True,5589342.0,70.0,0.0,3.5119999999999996,10.0,1.0,country,Florida Georgia Line,69.0,48.3,40.0,0.0
2021,64,gunna,gunna,True,10353625.0,85.0,1.0,2.717,10.0,,melodic rap,Gunna,80.0,56.3,,0.0
2021,65,anderson .paak,anderson .paak,False,,,,,,,,,,,,
2021,66,khalid,khalid,True,16946293.0,82.0,0.2222222222222222,3.3755555555555556,9.0,,,Khalid,81.0,66.0,,42.0
2021,67,maroon 5,maroon 5,True,45777722.0,85.0,0.25,3.5746428571428575,28.0,3.0,pop,Maroon 5,84.0,56.892857142857146,74.66666666666667,0.0
2021,68,lewis capaldi,lewis capaldi,True,14045780.0,79.0,0.0,3.4175000000000004,12.0,,soft pop,Lewis Capaldi,86.0,67.66666666666667,,2.0
2021,69,queen,queen,True,55209500.0,82.0,0.0,3.9033333333333338,6.0,,classic rock,Queen,82.0,65.33333333333333,,4.0
2021,70,ava max,ava max,True,7755194.0,77.0,0.0,2.8850000000000002,6.0,,,Ava Max,82.0,51.166666666666664,,3.0
2021,71,tate mcrae,tate mcrae,True,9265406.0,88.0,0.6041666666666666,2.84375,48.0,7.0,pop,Tate McRae,91.0,66.25,65.71428571428571,4.0
2021,72,jason aldean,jason aldean,True,7054208.0,75.0,0.0,3.6281818181818184,11.0,,country,Jason Aldean,76.0,58.81818181818182,,0.0
2021,73,kane brown,kane brown,True,5778418.0,71.0,0.0,3.2,4.0,,country,Kane Brown,68.0,58.75,,51.0
2021,74,migos,migos,True,14641094.0,74.0,1.0,4.8919999999999995,5.0,,trap,Migos,71.0,28.4,,1.0
2021,75,elton john,elton john,True,15545907.0,80.0,0.0,3.5980000000000003,5.0,3.0,,Elton John,80.0,67.4,71.0,53.0
2021,76,carrie underwood,carrie underwood,True,6125781.0,68.0,0.0,3.33,1.0,,country,Carrie Underwood,76.0,76.0,,76.0
2021,77,king von,king von,True,7938689.0,74.0,1.0,3.18,1.0,,chicago drill,King Von,76.0,76.0,,76.0
2021,78,saweetie,saweetie,True,2640883.0,65.0,0.5,2.695,2.0,1.0,,Saweetie,65.0,42.5,65.0,20.0
2021,79,michael jackson,michael jackson,True,37462708.0,85.0,0.0,4.552380952380953,21.0,,,Michael Jackson,85.0,69.04761904761905,,49.0
2021,80,ac/dc,ac/dc,True,32304988.0,80.0,0.0,4.2,3.0,,rock,AC/DC,85.0,84.66666666666667,,84.0
2021,81,kali uchis,kali uchis,True,9475754.0,83.0,0.0,3.4050000000000002,8.0,,,Kali Uchis,82.0,74.625,,54.0
2021,82,xxxtentacion,xxxtentacion,True,51727329.0,83.0,0.875,2.0925,8.0,,emo rap,XXXTENTACION,82.0,77.75,,68.0
2021,83,miley cyrus,miley cyrus,True,26568626.0,81.0,0.22580645161290322,3.451935483870968,62.0,,country pop,Miley Cyrus,84.0,50.596774193548384,,0.0
2021,84,blackbear,blackbear,True,5067774.0,71.0,1.0,3.34125,8.0,,,blackbear,73.0,51.375,,3.0
2021,85,lee brice,lee brice,False,,,,,,,,,,,,
2021,86,guns n' roses,guns n' roses,True,35214496.0,80.0,0.6666666666666666,6.126666666666666,6.0,,rock,Guns N' Roses,82.0,19.333333333333332,,1.0
2021,87,mariah carey,mariah carey,True,11913071.0,79.0,0.0,4.02,2.0,,christmas,Mariah Carey,81.0,79.5,,78.0
2021,88,eagles,eagles,True,12152190.0,75.0,0.0,6.52,1.0,,classic rock,Eagles,52.0,52.0,,52.0
2021,89,sam smith,sam smith,True,26278854.0,81.0,0.0,3.253846153846154,39.0,,soft pop,Sam Smith,85.0,37.58974358974359,,0.0
2021,90,yung bleu,yung bleu,False,,,,,,,,,,,,
2021,91,miranda lambert,miranda lambert,True,3708746.0,66.0,0.0,3.19,1.0,,country,Miranda Lambert,65.0,65.0,,65.0
2021,92,imagine dragons,imagine dragons,True,58375520.0,85.0,0.0,3.2058823529411766,17.0,3.0,,Imagine Dragons,84.0,56.294117647058826,25.333333333333332,0.0
2021,93,trippie redd,trippie redd,True,11010665.0,80.0,1.0,3.5949999999999998,2.0,,melodic rap,Trippie Redd,2.0,2.0,,2.0
2021,94,cj,cj,True,277520.0,58.0,1.0,2.05,1.0,,dembow,CJ,63.0,63.0,,63.0
2021,95,playboi carti,playboi carti,True,15037198.0,86.0,1.0,2.8017777777777777,45.0,,rage rap,Playboi Carti,79.0,64.71111111111111,,56.0
2021,96,sam hunt,sam hunt,True,2473903.0,65.0,0.0,3.6075,4.0,,country,Sam Hunt,66.0,53.0,,38.0
2021,97,jhene aiko,jhene aiko,False,,,,,,,,,,,,
2021,98,eric church,eric church,True,4141160.0,71.0,0.0,3.646,5.0,1.0,country,Eric Church,78.0,60.6,40.0,40.0
2021,99,adele,adele,True,66751662.0,83.0,0.0,4.496829268292683,41.0,13.0,soft pop,Adele,85.0,58.78048780487805,65.76923076923077,0.0
2021,100,creedence clearwater revival,creedence clearwater revival,True,7945600.0,77.0,0.0,2.865,2.0,,classic rock,Creedence Clearwater Revival,85.0,72.5,,60.0
2022,1,bad bunny,bad bunny,True,102610644.0,95.0,0.8035714285714286,3.6501785714285715,56.0,23.0,reggaeton,Bad Bunny,91.0,73.33928571428571,77.17391304347827,6.0
2022,2,taylor swift,taylor swift,True,145542136.0,100.0,0.1419753086419753,3.89679012345679,324.0,20.0,country,Taylor Swift,97.0,60.04938271604938,65.0,0.0
2022,3,harry styles,harry styles,True,34139515.0,80.0,0.0,3.5541935483870977,31.0,14.0,pop rock,Harry Styles,87.0,66.29032258064517,66.14285714285714,2.0
2022,4,drake,drake,True,103126025.0,95.0,0.8690476190476191,3.8779761904761907,84.0,3.0,rap,Drake,85.0,65.89285714285714,75.0,0.0
2022,5,morgan wallen,morgan wallen,True,14005617.0,88.0,0.4,2.9240000000000004,5.0,,country,Morgan Wallen,86.0,51.4,,33.0
2022,6,doja cat,doja cat,True,34748949.0,86.0,0.9666666666666667,3.3406666666666665,30.0,1.0,,Doja Cat,84.0,68.66666666666667,71.0,8.0
2022,7,ed sheeran,ed sheeran,True,122802777.0,88.0,0.018867924528301886,3.8866037735849064,53.0,1.0,soft pop,Ed Sheeran,88.0,60.283018867924525,61.0,1.0
2022,8,adele,adele,True,66751662.0,83.0,0.0,4.496829268292683,41.0,,soft pop,Adele,85.0,58.78048780487805,,0.0
2022,9,the weeknd,the weeknd,True,113039308.0,94.0,0.49645390070921985,4.3803546099290775,141.0,4.0,r&b pop,The Weeknd,91.0,60.787234042553195,74.75,1.0
2022,10,lil baby,lil baby,True,21662596.0,84.0,1.0,2.9706666666666663,15.0,,,Lil Baby,79.0,63.13333333333333,,47.0
2022,11,future,future,True,22688560.0,88.0,1.0,3.5849999999999995,24.0,1.0,rap,Future,82.0,66.16666666666667,82.0,53.0
2022,12,justin bieber,justin bieber,True,85050158.0,91.0,0.18181818181818182,3.001636363636363,55.0,,pop,Justin Bieber,91.0,66.27272727272727,,0.0
2022,13,post malone,post malone,True,47726839.0,86.0,0.7108433734939759,3.3266265060240965,83.0,3.0,pop,Post Malone,85.0,61.69879518072289,59.333333333333336,0.0
2022,14,jack harlow,jack harlow,True,4350533.0,75.0,1.0,3.004,5.0,2.0,,Jack Harlow,77.0,53.8,32.5,4.0
2022,15,kendrick lamar,kendrick lamar,True,44606446.0,89.0,0.7272727272727273,3.427272727272727,11.0,2.0,hip hop,Kendrick Lamar,89.0,72.54545454545455,37.0,2.0
2022,16,luke combs,luke combs,True,13402920.0,83.0,0.0,3.8375,4.0,,country,Luke Combs,82.0,77.25,,75.0
2022,17,juice wrld,juice wrld,True,42565036.0,85.0,1.0,3.588571428571428,7.0,1.0,melodic rap,Juice WRLD,82.0,60.857142857142854,69.0,3.0
2022,18,glass animals,glass animals,True,4568917.0,73.0,0.0,4.1899999999999995,4.0,,,Glass Animals,85.0,42.0,,6.0
2022,19,lil durk,lil durk,True,9504357.0,78.0,1.0,3.34,3.0,1.0,chicago drill,Lil Durk,66.0,61.666666666666664,55.0,55.0
2022,20,lil nas x,lil nas x,True,12310527.0,71.0,0.6,2.6399999999999997,10.0,1.0,,Lil Nas X,76.0,69.2,70.0,48.0
2022,21,dua lipa,dua lipa,True,46895665.0,85.0,0.09523809523809523,3.393571428571428,42.0,,pop,Dua Lipa,81.0,55.80952380952381,,6.0
2022,22,elton john,elton john,True,15545907.0,80.0,0.0,3.5980000000000003,5.0,1.0,,Elton John,80.0,67.4,71.0,53.0
2022,23,youngboy never broke again,youngboy never broke again,True,14958573.0,85.0,1.0,3.0680000000000005,5.0,,,YoungBoy Never Broke Again,80.0,73.4,,67.0
2022,24,rod wave,rod wave,True,9673984.0,76.0,1.0,2.81,1.0,,,Rod Wave,70.0,70.0,,70.0
2022,25,kanye west,kanye west,True,31059657.0,89.0,0.6956521739130435,4.1643478260869555,23.0,1.0,rap,Kanye West,85.0,66.34782608695652,71.0,1.0
2022,26,olivia rodrigo,olivia rodrigo,True,49083617.0,85.0,0.36764705882352944,3.050588235294118,68.0,,pop rock,Olivia Rodrigo,86.0,60.5735294117647,,2.0
2022,27,beyonce,beyonce,False,,,,,,,,,,,,
2022,28,the kid laroi,the kid laroi,True,6596750.0,79.0,0.7272727272727273,2.5145454545454546,11.0,1.0,,The Kid LAROI,86.0,56.09090909090909,64.0,3.0
2022,29,billie eilish,billie eilish,True,118797451.0,90.0,0.09836065573770492,3.4967213114754094,61.0,2.0,alternative pop,Billie Eilish,94.0,73.88524590163935,79.5,17.0
2022,30,kodak black,kodak black,True,12478974.0,79.0,0.7142857142857143,3.5714285714285716,7.0,,,Kodak Black,77.0,64.28571428571429,,50.0
2022,31,lizzo,lizzo,True,5739313.0,68.0,0.5,2.6775,8.0,2.0,,Lizzo,70.0,52.875,36.0,8.0
2022,32,gunna,gunna,True,10353625.0,85.0,1.0,2.717,10.0,1.0,melodic rap,Gunna,80.0,56.3,0.0,0.0
2022,33,imagine dragons,imagine dragons,True,58375520.0,85.0,0.0,3.2058823529411766,17.0,2.0,,Imagine Dragons,84.0,56.294117647058826,78.5,0.0
2022,34,latto,latto,True,2338401.0,75.0,1.0,2.87,1.0,1.0,,Latto,63.0,63.0,63.0,63.0
2022,35,chris stapleton,chris stapleton,True,9020741.0,81.0,0.0,4.88,1.0,,country,Chris Stapleton,84.0,84.0,,84.0
2022,36,summer walker,summer walker,True,8013600.0,76.0,0.75,3.3674999999999997,4.0,,r&b,Summer Walker,78.0,55.75,,0.0
2022,37,walker hayes,walker hayes,False,,,,,,,,,,,,
2022,38,polo g,polo g,True,13056061.0,76.0,1.0,2.81,2.0,1.0,,Polo G,73.0,64.5,56.0,56.0
2022,39,sza,sza,True,33068979.0,87.0,0.625,3.028125,16.0,8.0,r&b,SZA,85.0,70.875,74.25,56.0
2022,40,bruno mars,bruno mars,True,75513910.0,90.0,0.037037037037037035,3.681111111111111,27.0,,,Bruno Mars,88.0,66.4074074074074,,0.0
2022,41,zach bryan,zach bryan,True,7325625.0,84.0,0.0,3.51,2.0,,country,Zach Bryan,85.0,84.0,,83.0
2022,42,steve lacy,steve lacy,True,6429788.0,77.0,0.6,3.2340000000000004,5.0,3.0,,Steve Lacy,83.0,62.0,75.33333333333333,4.0
2022,43,eminem,eminem,True,104584370.0,88.0,0.9850746268656716,4.441940298507464,67.0,,rap,Eminem,87.0,56.25373134328358,,10.0
2022,44,bailey zimmerman,bailey zimmerman,False,,,,,,,,,,,,
2022,45,"tyler, the creator","tyler, the creator",True,24451340.0,86.0,1.0,3.18375,8.0,,,"Tyler, The Creator",90.0,68.25,,0.0
2022,46,kate bush,kate bush,True,2516750.0,70.0,0.0,4.98,2.0,,art pop,Kate Bush,82.0,45.0,,8.0
2022,47,karol g,karol g,True,60395783.0,87.0,0.5555555555555556,3.17,9.0,1.0,reggaeton,KAROL G,83.0,68.77777777777777,71.0,44.0
2022,48,kane brown,kane brown,True,5778418.0,71.0,0.0,3.2,4.0,,country,Kane Brown,68.0,58.75,,51.0
2022,49,gayle,gayle,True,668804.0,58.0,0.5,2.54,2.0,,,GAYLE,72.0,55.5,,39.0
2022,50,nardo wick,nardo wick,True,1613435.0,61.0,1.0,4.66,1.0,,,Nardo Wick,60.0,60.0,,60.0
2022,51,cole swindell,cole swindell,True,2565642.0,64.0,0.0,3.4042857142857144,7.0,2.0,country,Cole Swindell,62.0,49.57142857142857,37.5,37.0
2022,52,ariana grande,ariana grande,True,107418606.0,90.0,0.4148936170212766,3.3245744680851064,94.0,,pop,Ariana Grande,85.0,63.91489361702128,,0.0
2022,53,lil uzi vert,lil uzi vert,True,19260805.0,82.0,1.0,2.9666666666666663,3.0,,melodic rap,Lil Uzi Vert,80.0,66.0,,46.0
2022,54,bts,bts,True,81197976.0,85.0,0.0,3.9226666666666667,30.0,,k-pop,BTS,79.0,57.43333333333333,,0.0
2022,55,cody johnson,cody johnson,True,1943383.0,73.0,0.0,3.29,1.0,,texas country,Cody Johnson,75.0,75.0,,75.0
2022,56,j. cole,j. cole,True,27077429.0,82.0,1.0,4.1466666666666665,9.0,,rap,J. Cole,85.0,67.44444444444444,,1.0
2022,57,megan thee stallion,megan thee stallion,True,10895519.0,76.0,1.0,2.980952380952381,21.0,1.0,,Megan Thee Stallion,72.0,52.0,66.0,40.0
2022,58,nicki minaj,nicki minaj,True,34297934.0,84.0,0.8888888888888888,3.506111111111111,18.0,1.0,,Nicki Minaj,78.0,53.55555555555556,67.0,0.0
2022,59,chris brown,chris brown,True,28338976.0,87.0,0.7333333333333333,3.858,15.0,,r&b,Chris Brown,83.0,59.333333333333336,,0.0
2022,60,xxxtentacion,xxxtentacion,True,51727329.0,83.0,0.875,2.0925,8.0,,emo rap,XXXTENTACION,82.0,77.75,,68.0
2022,61,anderson .paak,anderson .paak,False,,,,,,,,,,,,
2022,62,machine gun kelly,machine gun kelly,False,,,,,,,,,,,,
2022,63,pop smoke,pop smoke,True,15616692.0,76.0,1.0,2.9819999999999998,5.0,,brooklyn drill,Pop Smoke,77.0,73.6,,69.0
2022,64,the beatles,the beatles,True,30726377.0,83.0,0.0,2.8875,20.0,,classic rock,The Beatles,82.0,56.9,,0.0
2022,65,moneybagg yo,moneybagg yo,False,,,,,,,,,,,,
2022,66,fleetwood mac,fleetwood mac,True,13973668.0,83.0,0.0,4.3575,8.0,,classic rock,Fleetwood Mac,86.0,69.75,,53.0
2022,67,queen,queen,True,55209500.0,82.0,0.0,3.9033333333333338,6.0,,classic rock,Queen,82.0,65.33333333333333,,4.0
2022,68,jason aldean,jason aldean,True,7054208.0,75.0,0.0,3.6281818181818184,11.0,,country,Jason Aldean,76.0,58.81818181818182,,0.0
2022,69,em beihold,em beihold,True,676095.0,67.0,0.0,2.82,1.0,1.0,,Em Beihold,69.0,69.0,69.0,69.0
2022,70,michael jackson,michael jackson,True,37462708.0,85.0,0.0,4.552380952380953,21.0,,,Michael Jackson,85.0,69.04761904761905,,49.0
2022,71,onerepublic,onerepublic,True,18706004.0,81.0,0.1,3.47,10.0,1.0,soft pop,OneRepublic,87.0,66.1,81.0,0.0
2022,72,travis scott,travis scott,True,41131037.0,89.0,0.9090909090909091,3.610606060606061,33.0,,rap,Travis Scott,84.0,69.9090909090909,,34.0
2022,73,playboi carti,playboi carti,True,15037198.0,86.0,1.0,2.8017777777777777,45.0,,rage rap,Playboi Carti,79.0,64.71111111111111,,56.0
2022,74,giveon,giveon,False,,,,,,,,,,,,
2022,75,mariah carey,mariah carey,True,11913071.0,79.0,0.0,4.02,2.0,,christmas,Mariah Carey,81.0,79.5,,78.0
2022,76,lady gaga,lady gaga,True,42298315.0,89.0,0.15714285714285714,3.857,70.0,,art pop,Lady Gaga,91.0,57.18571428571428,,0.0
2022,77,frank ocean,frank ocean,True,20293960.0,84.0,0.6666666666666666,5.028333333333333,6.0,,,Frank Ocean,86.0,68.83333333333333,,2.0
2022,78,yeat,yeat,True,5978358.0,79.0,1.0,3.143333333333333,3.0,1.0,rage rap,Yeat,75.0,69.66666666666667,72.0,62.0
2022,79,red hot chili peppers,red hot chili peppers,True,23226759.0,83.0,0.0,4.508888888888889,9.0,,funk rock,Red Hot Chili Peppers,85.0,80.88888888888889,,76.0
2022,80,andy williams,andy williams,False,,,,,,,,,,,,
2022,81,jordan davis,jordan davis,True,1615711.0,71.0,0.0,2.88,1.0,,country,Jordan Davis,70.0,70.0,,70.0
2022,82,dj khaled,dj khaled,True,12343335.0,73.0,1.0,3.9685714285714284,7.0,,,DJ Khaled,72.0,65.42857142857143,,60.0
2022,83,j.i.d,j.i.d,False,,,,,,,,,,,,
2022,84,guns n' roses,guns n' roses,True,35214496.0,80.0,0.6666666666666666,6.126666666666666,6.0,,rock,Guns N' Roses,82.0,19.333333333333332,,1.0
2022,85,joji,joji,True,10645550.0,81.0,0.42857142857142855,3.282857142857143,7.0,3.0,,Joji,88.0,57.0,50.333333333333336,1.0
2022,86,charlie puth,charlie puth,True,25310805.0,80.0,0.0,3.217,10.0,3.0,soft pop,Charlie Puth,87.0,54.9,41.666666666666664,2.0
2022,87,michael buble,michael buble,False,,,,,,,,,,,,
2022,88,carrie underwood,carrie underwood,True,6125781.0,68.0,0.0,3.33,1.0,,country,Carrie Underwood,76.0,76.0,,76.0
2022,89,metallica,metallica,True,32177831.0,82.0,0.0,6.3374999999999995,4.0,,metal,Metallica,71.0,37.25,,2.0
2022,90,dove cameron,dove cameron,True,5531839.0,70.0,1.0,2.6599999999999997,3.0,2.0,,Dove Cameron,71.0,41.0,61.5,0.0
