year,rank,artist,artist_normalized,has_spotify_match,artist_followers_max,artist_popularity_max,explicit_track_share,mean_track_duration_min,n_tracks_in_dataset,n_tracks_released_in_chart_year,primary_genre,spotify_display_name,track_popularity_max,track_popularity_mean,track_popularity_mean_in_chart_year,track_popularity_min
2024,94,playboi carti,playboi carti,True,15037198.0,86.0,1.0,2.8017777777777777,45.0,,rage rap,Playboi Carti,79.0,64.71111111111111,,56.0
2024,95,lil uzi vert,lil uzi vert,True,19260805.0,82.0,1.0,2.9666666666666663,3.0,,melodic rap,Lil Uzi Vert,80.0,66.0,,46.0
2024,96,ed sheeran,ed sheeran,True,122802777.0,88.0,0.018867924528301886,3.8866037735849064,53.0,,soft pop,Ed Sheeran,88.0,60.283018867924525,,1.0
2024,97,lil wayne,lil wayne,True,17938214.0,86.0,0.75,4.33,8.0,,rap,Lil Wayne,78.0,36.625,,0.0
2024,98,bob marley and the wailers,bob marley and the wailers,False,,,,,,,,,,,,
2024,99,the rolling stones,the rolling stones,True,15714574.0,77.0,0.0,4.46,3.0,,classic rock,The Rolling Stones,82.0,70.0,,56.0
2024,100,bobby helms,bobby helms,False,,,,,,,,,,,,
2025,1,morgan wallen,morgan wallen,True,14005617.0,88.0,0.4,2.9240000000000004,5.0,3.0,country,Morgan Wallen,86.0,51.4,63.0,33.0
2025,2,kendrick lamar,kendrick lamar,True,44606446.0,89.0,0.7272727272727273,3.427272727272727,11.0,,hip hop,Kendrick Lamar,89.0,72.54545454545455,,2.0
2025,3,taylor swift,taylor swift,True,145542136.0,100.0,0.1419753086419753,3.89679012345679,324.0,13.0,country,Taylor Swift,97.0,60.04938271604938,91.38461538461539,0.0
2025,4,sabrina carpenter,sabrina carpenter,True,26559943.0,91.0,0.6764705882352942,3.0508823529411764,34.0,14.0,pop,Sabrina Carpenter,92.0,79.5,85.57142857142857,59.0
2025,5,sza,sza,True,33068979.0,87.0,0.625,3.028125,16.0,,r&b,SZA,85.0,70.875,,56.0
2025,6,drake,drake,True,103126025.0,95.0,0.8690476190476191,3.8779761904761907,84.0,2.0,rap,Drake,85.0,65.89285714285714,84.0,0.0
2025,7,bad bunny,bad bunny,True,102610644.0,95.0,0.8035714285714286,3.6501785714285715,56.0,4.0,reggaeton,Bad Bunny,91.0,73.33928571428571,89.5,6.0
2025,8,billie eilish,billie eilish,True,118797451.0,90.0,0.09836065573770492,3.4967213114754094,61.0,,alternative pop,Billie Eilish,94.0,73.88524590163935,,17.0
2025,9,"tyler, the creator","tyler, the creator",True,24451340.0,86.0,1.0,3.18375,8.0,1.0,,"Tyler, The Creator",90.0,68.25,90.0,0.0
2025,10,the weeknd,the weeknd,True,113039308.0,94.0,0.49645390070921985,4.3803546099290775,141.0,23.0,r&b pop,The Weeknd,91.0,60.787234042553195,65.08695652173913,1.0
2025,11,shaboozey,shaboozey,True,1449816.0,76.0,0.5,3.0700000000000003,2.0,1.0,,Shaboozey,82.0,69.0,56.0,56.0
2025,12,benson boone,benson boone,True,7055537.0,83.0,0.0,3.012857142857143,7.0,1.0,,Benson Boone,88.0,79.0,82.0,69.0
2025,13,chappell roan,chappell roan,True,7310428.0,82.0,0.2777777777777778,3.5883333333333334,18.0,2.0,,Chappell Roan,89.0,73.61111111111111,80.0,62.0
2025,14,teddy swims,teddy swims,True,5674855.0,83.0,0.0,3.373333333333333,3.0,,,Teddy Swims,89.0,84.66666666666667,,79.0
2025,15,post malone,post malone,True,47726839.0,86.0,0.7108433734939759,3.3266265060240965,83.0,,pop,Post Malone,85.0,61.69879518072289,,0.0
2025,16,lady gaga,lady gaga,True,42298315.0,89.0,0.15714285714285714,3.857,70.0,22.0,art pop,Lady Gaga,91.0,57.18571428571428,65.5909090909091,0.0
2025,17,tate mcrae,tate mcrae,True,9265406.0,88.0,0.6041666666666666,2.84375,48.0,29.0,pop,Tate McRae,91.0,66.25,70.27586206896552,4.0
2025,18,alex warren,alex warren,True,2896488.0,84.0,0.0,3.11,5.0,4.0,,Alex Warren,91.0,83.4,81.5,70.0
2025,19,bruno mars,bruno mars,True,75513910.0,90.0,0.037037037037037035,3.681111111111111,27.0,,,Bruno Mars,88.0,66.4074074074074,,0.0
2025,20,gracie abrams,gracie abrams,True,7430490.0,82.0,0.375,3.41875,8.0,,,Gracie Abrams,89.0,76.375,,57.0
2025,21,zach bryan,zach bryan,True,7325625.0,84.0,0.0,3.51,2.0,,country,Zach Bryan,85.0,84.0,,83.0
2025,22,playboi carti,playboi carti,True,15037198.0,86.0,1.0,2.8017777777777777,45.0,1.0,rage rap,Playboi Carti,79.0,64.71111111111111,79.0,56.0
2025,23,jelly roll,jelly roll,True,6099725.0,79.0,0.0,3.02,1.0,,country hip hop,Jelly Roll,65.0,65.0,,65.0
2025,24,"huntr/x:ejae, audrey nuna & rei ami","huntr/x:ejae, audrey nuna & rei ami",False,,,,,,,,,,,,
2025,25,bigxthaplug,bigxthaplug,True,2059774.0,79.0,0.0,2.98,1.0,1.0,southern hip hop,BigXthaPlug,76.0,76.0,76.0,76.0
2025,26,luke combs,luke combs,True,13402920.0,83.0,0.0,3.8375,4.0,2.0,country,Luke Combs,82.0,77.25,75.5,75.0
2025,27,ariana grande,ariana grande,True,107418606.0,90.0,0.4148936170212766,3.3245744680851064,94.0,6.0,pop,Ariana Grande,85.0,63.91489361702128,59.0,0.0
2025,28,hozier,hozier,True,9114093.0,82.0,0.0,4.111818181818182,11.0,,,Hozier,83.0,53.54545454545455,,0.0
2025,29,justin bieber,justin bieber,True,85050158.0,91.0,0.18181818181818182,3.001636363636363,55.0,21.0,pop,Justin Bieber,91.0,66.27272727272727,68.14285714285714,0.0
2025,30,doechii,doechii,True,3229233.0,76.0,1.0,3.8200000000000003,3.0,2.0,,Doechii,79.0,75.0,76.5,72.0
2025,31,fuerza regida,fuerza regida,True,19797218.0,89.0,1.0,3.01,2.0,2.0,corrido,Fuerza Regida,87.0,87.0,87.0,87.0
2025,32,sombr,sombr,True,2809275.0,85.0,0.0,3.5906666666666665,15.0,12.0,,sombr,92.0,79.66666666666667,79.41666666666667,68.0
2025,33,rod wave,rod wave,True,9673984.0,76.0,1.0,2.81,1.0,1.0,,Rod Wave,70.0,70.0,70.0,70.0
2025,34,chris stapleton,chris stapleton,True,9020741.0,81.0,0.0,4.88,1.0,,country,Chris Stapleton,84.0,84.0,,84.0
2025,35,the marias,the marias,False,,,,,,,,,,,,
2025,36,glorilla,glorilla,False,,,,,,,,,,,,
2025,37,riley green,riley green,True,1372158.0,75.0,0.0,3.64,1.0,,country,Riley Green,71.0,71.0,,71.0
2025,38,travis scott,travis scott,True,41131037.0,89.0,0.9090909090909091,3.610606060606061,33.0,,rap,Travis Scott,84.0,69.9090909090909,,34.0
2025,39,ed sheeran,ed sheeran,True,122802777.0,88.0,0.018867924528301886,3.8866037735849064,53.0,3.0,soft pop,Ed Sheeran,88.0,60.283018867924525,82.0,1.0
2025,40,leon thomas,leon thomas,True,735818.0,74.0,1.0,2.9850000000000003,2.0,1.0,,Leon Thomas,72.0,69.5,67.0,67.0
2025,41,zach top,zach top,False,,,,,,,,,,,,
2025,42,charli xcx,charli xcx,True,6322030.0,82.0,0.2413793103448276,2.8613793103448275,29.0,,hyperpop,Charli xcx,85.0,65.58620689655173,,27.0
2025,43,megan moroney,megan moroney,True,1163610.0,73.0,0.0,3.04,1.0,1.0,country,Megan Moroney,76.0,76.0,76.0,76.0
2025,44,rose,rose,False,,,,,,,,,,,,
2025,45,jessie murph,jessie murph,True,1626341.0,76.0,0.0,2.3200000000000003,2.0,1.0,,Jessie Murph,74.0,37.0,74.0,0.0
2025,46,lola young,lola young,True,1462626.0,77.0,0.5714285714285714,3.9042857142857144,7.0,4.0,,Lola Young,83.0,73.57142857142857,73.75,64.0
2025,47,partynextdoor,partynextdoor,True,10115734.0,83.0,0.75,3.05,4.0,,dark r&b,PARTYNEXTDOOR,80.0,55.0,,0.0
2025,48,myles smith,myles smith,True,1322522.0,74.0,0.0,3.0400000000000005,3.0,,,Myles Smith,84.0,76.33333333333333,,70.0
2025,49,future,future,True,22688560.0,88.0,1.0,3.5849999999999995,24.0,,rap,Future,82.0,66.16666666666667,,53.0
2025,50,chris brown,chris brown,True,28338976.0,87.0,0.7333333333333333,3.858,15.0,1.0,r&b,Chris Brown,83.0,59.333333333333336,79.0,0.0
2025,51,lil baby,lil baby,True,21662596.0,84.0,1.0,2.9706666666666663,15.0,,,Lil Baby,79.0,63.13333333333333,,47.0
2025,52,olivia rodrigo,olivia rodrigo,True,49083617.0,85.0,0.36764705882352944,3.050588235294118,68.0,2.0,pop rock,Olivia Rodrigo,86.0,60.5735294117647,58.0,2.0
2025,53,peso pluma,peso pluma,True,23973526.0,86.0,1.0,3.28,1.0,,corrido,Peso Pluma,71.0,71.0,,71.0
2025,54,tito double p,tito double p,False,,,,,,,,,,,,
2025,55,juice wrld,juice wrld,True,42565036.0,85.0,1.0,3.588571428571428,7.0,,melodic rap,Juice WRLD,82.0,60.857142857142854,,3.0
2025,56,bailey zimmerman,bailey zimmerman,False,,,,,,,,,,,,
2025,57,"saja boys: andrew choi, neckwav, danny chung, kevin woo & samuil lee","saja boys: andrew choi, neckwav, danny chung, kevin woo & samuil lee",False,,,,,,,,,,,,
2025,58,ella langley,ella langley,False,,,,,,,,,,,,
2025,59,linkin park,linkin park,True,31819030.0,88.0,0.07894736842105263,3.3223684210526314,38.0,,nu metal,Linkin Park,88.0,66.07894736842105,,44.0
2025,60,fleetwood mac,fleetwood mac,True,13973668.0,83.0,0.0,4.3575,8.0,,classic rock,Fleetwood Mac,86.0,69.75,,53.0
2025,61,frank ocean,frank ocean,True,20293960.0,84.0,0.6666666666666666,5.028333333333333,6.0,,,Frank Ocean,86.0,68.83333333333333,,2.0
2025,62,thomas rhett,thomas rhett,True,4984665.0,73.0,0.0,3.793333333333333,3.0,,country,Thomas Rhett,72.0,59.0,,43.0
2025,63,noah kahan,noah kahan,True,4379868.0,82.0,0.0,3.835,2.0,,,Noah Kahan,84.0,79.5,,75.0
2025,64,forrest frank,forrest frank,True,2268298.0,77.0,0.0,2.28,1.0,,christian,Forrest Frank,66.0,66.0,,66.0
2025,65,ravyn lenae,ravyn lenae,True,844558.0,76.0,0.0,3.55,2.0,,alternative r&b,Ravyn Lenae,89.0,86.5,,84.0
2025,66,rauw alejandro,rauw alejandro,True,31093918.0,88.0,1.0,3.32,1.0,,reggaeton,Rauw Alejandro,78.0,78.0,,78.0
2025,67,cardi b,cardi b,True,25960760.0,81.0,1.0,3.491818181818182,22.0,5.0,,Cardi B,79.0,64.77272727272727,71.2,44.0
2025,68,neton vega,neton vega,False,,,,,,,,,,,,
2025,69,stray kids,stray kids,False,,,,,,,,,,,,
2025,70,coldplay,coldplay,True,60830643.0,88.0,0.0,4.307435897435898,39.0,,,Coldplay,90.0,67.2051282051282,,37.0
2025,71,lil wayne,lil wayne,True,17938214.0,86.0,0.75,4.33,8.0,,rap,Lil Wayne,78.0,36.625,,0.0
2025,72,sam barber,sam barber,False,,,,,,,,,,,,
2025,73,gigi perez,gigi perez,True,1643950.0,75.0,0.0,3.53,2.0,1.0,,Gigi Perez,86.0,45.5,86.0,5.0
2025,74,mariah carey,mariah carey,True,11913071.0,79.0,0.0,4.02,2.0,,christmas,Mariah Carey,81.0,79.5,,78.0
2025,75,gunna,gunna,True,10353625.0,85.0,1.0,2.717,10.0,2.0,melodic rap,Gunna,80.0,56.3,71.0,0.0
2025,76,michael jackson,michael jackson,True,37462708.0,85.0,0.0,4.552380952380953,21.0,,,Michael Jackson,85.0,69.04761904761905,,49.0
2025,77,eminem,eminem,True,104584370.0,88.0,0.9850746268656716,4.441940298507464,67.0,,rap,Eminem,87.0,56.25373134328358,,10.0
2025,78,beyonce,beyonce,False,,,,,,,,,,,,
2025,79,don toliver,don toliver,True,7473754.0,85.0,0.5,3.41,4.0,1.0,,Don Toliver,83.0,60.25,83.0,0.0
2025,80,summer walker,summer walker,True,8013600.0,76.0,0.75,3.3674999999999997,4.0,,r&b,Summer Walker,78.0,55.75,,0.0
2025,81,jimin,jimin,True,10844512.0,79.0,0.0,3.1849999999999996,2.0,,k-pop,Jimin,86.0,80.0,,74.0
2025,82,mariah the scientist,mariah the scientist,True,1180085.0,73.0,0.3333333333333333,3.14,3.0,2.0,alternative r&b,Mariah the Scientist,72.0,70.33333333333333,70.5,69.0
2025,83,rihanna,rihanna,True,69050055.0,90.0,0.3269230769230769,3.88,52.0,,pop,Rihanna,87.0,65.57692307692308,,0.0
2025,84,sleep token,sleep token,True,2822145.0,78.0,0.0,3.75,1.0,,progressive metal,Sleep Token,71.0,71.0,,71.0
2025,85,elton john,elton john,True,15545907.0,80.0,0.0,3.5980000000000003,5.0,,,Elton John,80.0,67.4,,53.0
2025,86,cody johnson,cody johnson,True,1943383.0,73.0,0.0,3.29,1.0,,texas country,Cody Johnson,75.0,75.0,,75.0
2025,87,tucker wetmore,tucker wetmore,False,,,,,,,,,,,,
2025,88,metro boomin,metro boomin,True,11687489.0,84.0,1.0,3.3155555555555556,9.0,1.0,,Metro Boomin,83.0,75.0,69.0,62.0
2025,89,lainey wilson,lainey wilson,True,1538992.0,73.0,0.0,3.76,1.0,1.0,country,Lainey Wilson,69.0,69.0,69.0,69.0
2025,90,nat king cole,nat king cole,False,,,,,,,,,,,,
2025,91,brenda lee,brenda lee,False,,,,,,,,,,,,
2025,92,kane brown,kane brown,True,5778418.0,71.0,0.0,3.2,4.0,,country,Kane Brown,68.0,58.75,,51.0
2025,93,eagles,eagles,True,12152190.0,75.0,0.0,6.52,1.0,,classic rock,Eagles,52.0,52.0,,52.0
2025,94,ye,ye,False,,,,,,,,,,,,
2025,95,wham!,wham!,False,,,,,,,,,,,,
2025,96,lil tecca,lil tecca,True,10172903.0,79.0,1.0,2.5833333333333335,3.0,,melodic rap,Lil Tecca,82.0,72.66666666666667,,58.0
2025,97,bobby helms,bobby helms,False,,,,,,,,,,,,
2025,98,michael buble,michael buble,False,,,,,,,,,,,,
2025,99,creedence clearwater revival,creedence clearwater revival,True,7945600.0,77.0,0.0,2.865,2.0,,classic rock,Creedence Clearwater Revival,85.0,72.5,,60.0
2025,100,creed,creed,True,4303697.0,73.0,0.0,4.91,1.0,,post-grunge,Creed,76.0,76.0,,76.0
